PostCode,NumericID,CommutingZoneID,CommutingZoneName
46414,143,Europe936,dortmund
32839,147,Europe940,hameln
93351,102,Europe2291,regensburg
93336,40,Europe1695,ingolstadt
93349,40,Europe1695,ingolstadt
93354,40,Europe1695,ingolstadt
93342,40,Europe1695,ingolstadt
32832,144,Europe937,bielefeld
32805,144,Europe937,bielefeld
38551,20,Europe1463,braunschweig
93352,40,Europe1695,ingolstadt
93077,102,Europe2291,regensburg
93358,40,Europe1695,ingolstadt
93326,40,Europe1695,ingolstadt
38543,20,Europe1463,braunschweig
93339,40,Europe1695,ingolstadt
38542,20,Europe1463,braunschweig
38536,20,Europe1463,braunschweig
46514,143,Europe936,dortmund
46569,143,Europe936,dortmund
93345,40,Europe1695,ingolstadt
46562,143,Europe936,dortmund
47495,143,Europe936,dortmund
93309,40,Europe1695,ingolstadt
91207,150,Europe969,amberg
91227,150,Europe969,amberg
91235,150,Europe969,amberg
94158,107,Europe2304,passau
94065,107,Europe2304,passau
94151,107,Europe2304,passau
94089,107,Europe2304,passau
94145,107,Europe2304,passau
94146,107,Europe2304,passau
94118,107,Europe2304,passau
94133,107,Europe2304,passau
91238,150,Europe969,amberg
94424,105,Europe2294,landshut
94439,104,Europe2293,deggendorf
46519,143,Europe936,dortmund
46509,143,Europe936,dortmund
46419,143,Europe936,dortmund
46459,143,Europe936,dortmund
94137,103,Europe2292,waldkraiburg
94166,103,Europe2292,waldkraiburg
94140,103,Europe2292,waldkraiburg
24404,76,Europe2191,kappeln
25725,75,Europe2190,brunsbuttel
24402,76,Europe2191,kappeln
94252,104,Europe2293,deggendorf
94244,104,Europe2293,deggendorf
94269,104,Europe2293,deggendorf
24401,74,Europe2189,flensburg
23823,23,Europe1466,lubeck
25721,75,Europe2190,brunsbuttel
94258,104,Europe2293,deggendorf
23821,23,Europe1466,lubeck
23719,23,Europe1466,lubeck
46446,143,Europe936,dortmund
94249,104,Europe2293,deggendorf
94234,104,Europe2293,deggendorf
94265,104,Europe2293,deggendorf
94256,104,Europe2293,deggendorf
94239,104,Europe2293,deggendorf
38533,20,Europe1463,braunschweig
94267,106,Europe2295,cham
94209,104,Europe2293,deggendorf
94262,104,Europe2293,deggendorf
38528,20,Europe1463,braunschweig
94253,104,Europe2293,deggendorf
94227,104,Europe2293,deggendorf
94264,104,Europe2293,deggendorf
94259,104,Europe2293,deggendorf
38179,20,Europe1463,braunschweig
25591,81,Europe2196,itzehoe
94255,104,Europe2293,deggendorf
38268,20,Europe1463,braunschweig
94250,104,Europe2293,deggendorf
94261,104,Europe2293,deggendorf
94545,107,Europe2304,passau
94157,107,Europe2304,passau
94142,107,Europe2304,passau
94548,104,Europe2293,deggendorf
94163,107,Europe2304,passau
38176,20,Europe1463,braunschweig
94568,107,Europe2304,passau
94572,104,Europe2293,deggendorf
94579,104,Europe2293,deggendorf
94518,107,Europe2304,passau
38159,20,Europe1463,braunschweig
25587,81,Europe2196,itzehoe
25786,83,Europe2198,hanerau-hademarschen
94551,104,Europe2293,deggendorf
94469,104,Europe2293,deggendorf
94571,104,Europe2293,deggendorf
25729,75,Europe2190,brunsbuttel
25585,83,Europe2198,hanerau-hademarschen
94527,104,Europe2293,deggendorf
94550,104,Europe2293,deggendorf
25599,81,Europe2196,itzehoe
38165,20,Europe1463,braunschweig
38162,20,Europe1463,braunschweig
94447,104,Europe2293,deggendorf
94557,104,Europe2293,deggendorf
94491,104,Europe2293,deggendorf
94574,104,Europe2293,deggendorf
94532,104,Europe2293,deggendorf
94554,104,Europe2293,deggendorf
94486,104,Europe2293,deggendorf
94562,104,Europe2293,deggendorf
94508,104,Europe2293,deggendorf
94539,104,Europe2293,deggendorf
94560,104,Europe2293,deggendorf
94505,104,Europe2293,deggendorf
25590,78,Europe2193,hohenwestedt
25575,83,Europe2198,hanerau-hademarschen
94569,104,Europe2293,deggendorf
94577,104,Europe2293,deggendorf
25573,81,Europe2196,itzehoe
94034,107,Europe2304,passau
94130,107,Europe2304,passau
94086,104,Europe2293,deggendorf
94154,107,Europe2304,passau
94127,107,Europe2304,passau
94542,104,Europe2293,deggendorf
94152,107,Europe2304,passau
94110,107,Europe2304,passau
38379,29,Europe1472,magdeburg
94538,107,Europe2304,passau
94072,107,Europe2304,passau
94107,107,Europe2304,passau
94167,107,Europe2304,passau
38376,29,Europe1472,magdeburg
25379,81,Europe2196,itzehoe
94575,107,Europe2304,passau
94149,103,Europe2292,waldkraiburg
94121,107,Europe2304,passau
94535,104,Europe2293,deggendorf
38372,29,Europe1472,magdeburg
38364,29,Europe1472,magdeburg
25377,72,Europe2187,hamburg
25368,72,Europe2187,hamburg
94060,107,Europe2304,passau
94104,107,Europe2304,passau
94529,107,Europe2304,passau
94051,107,Europe2304,passau
25371,72,Europe2187,hamburg
94139,107,Europe2304,passau
94099,107,Europe2304,passau
94161,107,Europe2304,passau
94136,107,Europe2304,passau
25370,72,Europe2187,hamburg
94474,104,Europe2293,deggendorf
94116,107,Europe2304,passau
94544,104,Europe2293,deggendorf
94436,105,Europe2294,landshut
94522,105,Europe2294,landshut
94431,105,Europe2294,landshut
25365,72,Europe2187,hamburg
24997,74,Europe2189,flensburg
94405,105,Europe2294,landshut
94428,105,Europe2294,landshut
94437,105,Europe2294,landshut
94419,105,Europe2294,landshut
24999,74,Europe2189,flensburg
86513,48,Europe1703,augsburg
86483,48,Europe1703,augsburg
86473,48,Europe1703,augsburg
86470,48,Europe1703,augsburg
86476,48,Europe1703,augsburg
86479,48,Europe1703,augsburg
24966,74,Europe2189,flensburg
86498,48,Europe1703,augsburg
86480,45,Europe1700,landsberg am lech
86488,48,Europe1703,augsburg
86491,48,Europe1703,augsburg
24899,82,Europe2197,tonning
86489,48,Europe1703,augsburg
94362,106,Europe2295,cham
94339,105,Europe2294,landshut
94369,102,Europe2291,regensburg
94348,102,Europe2291,regensburg
94377,106,Europe2295,cham
94356,102,Europe2291,regensburg
94330,105,Europe2294,landshut
24897,76,Europe2191,kappeln
22955,16,Europe1459,bad oldesloe
24896,70,Europe2185,schleswig
94365,106,Europe2295,cham
94344,102,Europe2291,regensburg
94372,106,Europe2295,cham
94351,105,Europe2294,landshut
94553,104,Europe2293,deggendorf
94360,106,Europe2295,cham
94336,106,Europe2295,cham
29599,27,Europe1470,uelzen
94357,106,Europe2295,cham
94359,106,Europe2295,cham
94333,102,Europe2291,regensburg
94366,106,Europe2295,cham
94345,102,Europe2291,regensburg
94374,104,Europe2293,deggendorf
94353,106,Europe2295,cham
94559,104,Europe2293,deggendorf
86459,48,Europe1703,augsburg
86420,48,Europe1703,augsburg
86497,48,Europe1703,augsburg
86514,48,Europe1703,augsburg
29597,27,Europe1470,uelzen
29493,27,Europe1470,uelzen
29591,27,Europe1470,uelzen
29590,27,Europe1470,uelzen
84518,103,Europe2292,waldkraiburg
84558,103,Europe2292,waldkraiburg
84550,103,Europe2292,waldkraiburg
84579,103,Europe2292,waldkraiburg
84524,103,Europe2292,waldkraiburg
84571,103,Europe2292,waldkraiburg
29588,27,Europe1470,uelzen
84503,103,Europe2292,waldkraiburg
84553,103,Europe2292,waldkraiburg
29584,27,Europe1470,uelzen
86450,48,Europe1703,augsburg
86492,34,Europe1689,dachau
86862,45,Europe1700,landsberg am lech
86863,45,Europe1700,landsberg am lech
86381,48,Europe1703,augsburg
86399,45,Europe1700,landsberg am lech
29576,27,Europe1470,uelzen
29488,27,Europe1470,uelzen
86391,48,Europe1703,augsburg
86477,48,Europe1703,augsburg
29571,27,Europe1470,uelzen
29484,27,Europe1470,uelzen
86368,48,Europe1703,augsburg
86356,48,Europe1703,augsburg
29549,27,Europe1470,uelzen
86482,48,Europe1703,augsburg
86567,36,Europe1691,neuburg an der donau
29525,27,Europe1470,uelzen
83530,101,Europe2290,traunstein
83358,101,Europe2290,traunstein
83301,101,Europe2290,traunstein
83365,101,Europe2290,traunstein
83329,101,Europe2290,traunstein
83373,101,Europe2290,traunstein
83224,101,Europe2290,traunstein
83349,101,Europe2290,traunstein
83413,101,Europe2290,traunstein
83256,101,Europe2290,traunstein
29499,27,Europe1470,uelzen
83361,101,Europe2290,traunstein
83486,101,Europe2290,traunstein
83416,101,Europe2290,traunstein
83458,101,Europe2290,traunstein
83395,101,Europe2290,traunstein
83451,101,Europe2290,traunstein
83483,101,Europe2290,traunstein
83317,101,Europe2290,traunstein
29497,27,Europe1470,uelzen
83410,101,Europe2290,traunstein
83457,101,Europe2290,traunstein
83487,101,Europe2290,traunstein
29494,27,Europe1470,uelzen
29475,27,Europe1470,uelzen
29490,15,Europe1458,luneburg
83122,38,Europe1693,rosenheim
29485,27,Europe1470,uelzen
83512,38,Europe1693,rosenheim
83553,38,Europe1693,rosenheim
29481,27,Europe1470,uelzen
29585,27,Europe1470,uelzen
83080,38,Europe1693,rosenheim
83126,38,Europe1693,rosenheim
83533,38,Europe1693,rosenheim
83558,38,Europe1693,rosenheim
83093,38,Europe1693,rosenheim
29479,27,Europe1470,uelzen
83139,38,Europe1693,rosenheim
83131,38,Europe1693,rosenheim
83543,38,Europe1693,rosenheim
83562,38,Europe1693,rosenheim
29478,27,Europe1470,uelzen
38468,20,Europe1463,braunschweig
83075,38,Europe1693,rosenheim
83125,101,Europe2290,traunstein
29476,27,Europe1470,uelzen
83556,38,Europe1693,rosenheim
83088,38,Europe1693,rosenheim
83129,38,Europe1693,rosenheim
83539,38,Europe1693,rosenheim
83561,38,Europe1693,rosenheim
29472,27,Europe1470,uelzen
52396,61,Europe1832,cologne
52159,53,Europe1824,prum
52393,61,Europe1832,cologne
52152,61,Europe1832,cologne
84335,103,Europe2292,waldkraiburg
84387,103,Europe2292,waldkraiburg
84323,103,Europe2292,waldkraiburg
84375,103,Europe2292,waldkraiburg
84347,103,Europe2292,waldkraiburg
84332,103,Europe2292,waldkraiburg
84384,103,Europe2292,waldkraiburg
52372,61,Europe1832,cologne
52385,61,Europe1832,cologne
52391,61,Europe1832,cologne
84140,105,Europe2294,landshut
84163,105,Europe2294,landshut
84180,105,Europe2294,landshut
84152,105,Europe2294,landshut
84164,105,Europe2294,landshut
84183,105,Europe2294,landshut
84160,105,Europe2294,landshut
52399,61,Europe1832,cologne
84177,105,Europe2294,landshut
84130,105,Europe2294,landshut
84539,103,Europe2292,waldkraiburg
84559,103,Europe2292,waldkraiburg
84437,103,Europe2292,waldkraiburg
84573,103,Europe2292,waldkraiburg
84546,105,Europe2294,landshut
52459,61,Europe1832,cologne
52379,61,Europe1832,cologne
84419,103,Europe2292,waldkraiburg
84564,103,Europe2292,waldkraiburg
84478,103,Europe2292,waldkraiburg
52249,61,Europe1832,cologne
84513,103,Europe2292,waldkraiburg
52477,61,Europe1832,cologne
38467,20,Europe1463,braunschweig
38465,20,Europe1463,braunschweig
84574,101,Europe2290,traunstein
84549,101,Europe2290,traunstein
52146,61,Europe1832,cologne
52134,61,Europe1832,cologne
52511,61,Europe1832,cologne
52531,61,Europe1832,cologne
42799,61,Europe1832,cologne
56575,52,Europe1823,koblenz
84428,103,Europe2292,waldkraiburg
84565,103,Europe2292,waldkraiburg
84405,103,Europe2292,waldkraiburg
52499,61,Europe1832,cologne
84432,35,Europe1690,munich
84427,103,Europe2292,waldkraiburg
84439,35,Europe1690,munich
84424,35,Europe1690,munich
84435,35,Europe1690,munich
84416,35,Europe1690,munich
84434,35,Europe1690,munich
84076,105,Europe2294,landshut
52457,61,Europe1832,cologne
52441,61,Europe1832,cologne
84036,105,Europe2294,landshut
84098,105,Europe2294,landshut
84171,105,Europe2294,landshut
84066,102,Europe2291,regensburg
52428,61,Europe1832,cologne
84187,105,Europe2294,landshut
84103,105,Europe2294,landshut
84079,105,Europe2294,landshut
84137,105,Europe2294,landshut
52445,61,Europe1832,cologne
83734,39,Europe1694,geretsried
83684,39,Europe1694,geretsried
83714,39,Europe1694,geretsried
83737,38,Europe1693,rosenheim
83607,39,Europe1694,geretsried
83627,39,Europe1694,geretsried
83703,39,Europe1694,geretsried
83730,39,Europe1694,geretsried
83666,39,Europe1694,geretsried
83708,39,Europe1694,geretsried
90455,150,Europe969,amberg
52382,61,Europe1832,cologne
83661,39,Europe1694,geretsried
83677,39,Europe1694,geretsried
83671,37,Europe1692,garmisch-partenkirchen
50189,61,Europe1832,cologne
88285,44,Europe1699,friedrichshafen
88326,44,Europe1699,friedrichshafen
88422,43,Europe1698,sigmaringen
88484,47,Europe1702,memmingen
88696,44,Europe1699,friedrichshafen
88099,44,Europe1699,friedrichshafen
88273,44,Europe1699,friedrichshafen
88281,44,Europe1699,friedrichshafen
88364,44,Europe1699,friedrichshafen
50181,61,Europe1832,cologne
88481,41,Europe1696,ulm
88097,44,Europe1699,friedrichshafen
88213,44,Europe1699,friedrichshafen
88287,44,Europe1699,friedrichshafen
88316,44,Europe1699,friedrichshafen
88427,43,Europe1698,sigmaringen
88436,44,Europe1699,friedrichshafen
88486,47,Europe1702,memmingen
52388,61,Europe1832,cologne
50374,61,Europe1832,cologne
50389,61,Europe1832,cologne
50321,61,Europe1832,cologne
50354,61,Europe1832,cologne
88477,41,Europe1696,ulm
88637,118,Europe688,villingen-schwenningen
88179,44,Europe1699,friedrichshafen
88260,44,Europe1699,friedrichshafen
88353,44,Europe1699,friedrichshafen
88416,47,Europe1702,memmingen
88430,47,Europe1702,memmingen
88525,43,Europe1698,sigmaringen
88161,44,Europe1699,friedrichshafen
88699,44,Europe1699,friedrichshafen
88079,44,Europe1699,friedrichshafen
88175,44,Europe1699,friedrichshafen
88279,44,Europe1699,friedrichshafen
29496,27,Europe1470,uelzen
88370,44,Europe1699,friedrichshafen
88400,41,Europe1696,ulm
29487,27,Europe1470,uelzen
63741,161,Europe980,offenbach am main
63849,161,Europe980,offenbach am main
29482,27,Europe1470,uelzen
29587,27,Europe1470,uelzen
29575,27,Europe1470,uelzen
29594,27,Europe1470,uelzen
29593,27,Europe1470,uelzen
29562,27,Europe1470,uelzen
29468,27,Europe1470,uelzen
29465,27,Europe1470,uelzen
29462,27,Europe1470,uelzen
29459,27,Europe1470,uelzen
29456,27,Europe1470,uelzen
29451,27,Europe1470,uelzen
29439,27,Europe1470,uelzen
49549,144,Europe937,bielefeld
49219,144,Europe937,bielefeld
49214,144,Europe937,bielefeld
49201,144,Europe937,bielefeld
49196,144,Europe937,bielefeld
49186,144,Europe937,bielefeld
49176,144,Europe937,bielefeld
48477,144,Europe937,bielefeld
48369,144,Europe937,bielefeld
48361,144,Europe937,bielefeld
48351,144,Europe937,bielefeld
48346,144,Europe937,bielefeld
48336,144,Europe937,bielefeld
48291,144,Europe937,bielefeld
48282,143,Europe936,dortmund
48268,143,Europe936,dortmund
48231,144,Europe937,bielefeld
38464,29,Europe1472,magdeburg
38462,29,Europe1472,magdeburg
56218,52,Europe1823,koblenz
38461,29,Europe1472,magdeburg
38459,29,Europe1472,magdeburg
38458,29,Europe1472,magdeburg
50226,61,Europe1832,cologne
50259,61,Europe1832,cologne
56648,52,Europe1823,koblenz
25497,72,Europe2187,hamburg
56299,52,Europe1823,koblenz
56642,52,Europe1823,koblenz
56637,52,Europe1823,koblenz
56630,52,Europe1823,koblenz
56645,52,Europe1823,koblenz
56626,52,Europe1823,koblenz
56659,55,Europe1826,bad neuenahr-ahrweiler
26219,146,Europe939,lingen
56656,55,Europe1826,bad neuenahr-ahrweiler
59609,144,Europe937,bielefeld
59597,144,Europe937,bielefeld
59590,144,Europe937,bielefeld
59514,144,Europe937,bielefeld
59510,144,Europe937,bielefeld
59505,144,Europe937,bielefeld
59494,144,Europe937,bielefeld
59329,144,Europe937,bielefeld
59320,144,Europe937,bielefeld
59302,144,Europe937,bielefeld
59269,144,Europe937,bielefeld
26215,142,Europe934,oldenburg
59192,143,Europe936,dortmund
78658,118,Europe688,villingen-schwenningen
78655,118,Europe688,villingen-schwenningen
59174,143,Europe936,dortmund
58313,143,Europe936,dortmund
22959,12,Europe1455,molln
72336,123,Europe693,stuttgart
72415,123,Europe693,stuttgart
72406,123,Europe693,stuttgart
72516,43,Europe1698,sigmaringen
72511,43,Europe1698,sigmaringen
72510,118,Europe688,villingen-schwenningen
22958,26,Europe1469,geesthacht
72108,116,Europe686,sindelfingen
25469,72,Europe2187,hamburg
26419,142,Europe934,oldenburg
26409,142,Europe934,oldenburg
72131,123,Europe693,stuttgart
72116,123,Europe693,stuttgart
72810,123,Europe693,stuttgart
25462,72,Europe2187,hamburg
78250,108,Europe516,konstanz
78183,118,Europe688,villingen-schwenningen
78176,118,Europe688,villingen-schwenningen
78194,118,Europe688,villingen-schwenningen
25421,72,Europe2187,hamburg
22869,72,Europe2187,hamburg
78073,118,Europe688,villingen-schwenningen
78086,118,Europe688,villingen-schwenningen
25499,72,Europe2187,hamburg
49599,146,Europe939,lingen
25495,72,Europe2187,hamburg
49594,146,Europe939,lingen
78098,118,Europe688,villingen-schwenningen
78141,118,Europe688,villingen-schwenningen
78120,118,Europe688,villingen-schwenningen
78148,118,Europe688,villingen-schwenningen
25494,72,Europe2187,hamburg
49504,144,Europe937,bielefeld
72667,123,Europe693,stuttgart
25486,72,Europe2187,hamburg
29396,20,Europe1463,braunschweig
25479,72,Europe2187,hamburg
29359,27,Europe1470,uelzen
73087,113,Europe683,goppingen
25451,72,Europe2187,hamburg
26847,142,Europe934,oldenburg
25373,72,Europe2187,hamburg
45549,143,Europe936,dortmund
53721,61,Europe1832,cologne
58849,143,Europe936,dortmund
58769,143,Europe936,dortmund
58762,143,Europe936,dortmund
58579,143,Europe936,dortmund
53797,61,Europe1832,cologne
58566,143,Europe936,dortmund
58553,143,Europe936,dortmund
58540,143,Europe936,dortmund
58339,143,Europe936,dortmund
23869,16,Europe1459,bad oldesloe
53809,61,Europe1832,cologne
53783,61,Europe1832,cologne
53757,61,Europe1832,cologne
53773,61,Europe1832,cologne
53639,61,Europe1832,cologne
23867,16,Europe1459,bad oldesloe
56599,52,Europe1823,koblenz
23866,16,Europe1459,bad oldesloe
23820,23,Europe1466,lubeck
23818,23,Europe1466,lubeck
22889,16,Europe1459,bad oldesloe
22956,16,Europe1459,bad oldesloe
22885,26,Europe1469,geesthacht
22965,16,Europe1459,bad oldesloe
56594,55,Europe1826,bad neuenahr-ahrweiler
22964,16,Europe1459,bad oldesloe
22952,16,Europe1459,bad oldesloe
22962,26,Europe1469,geesthacht
38384,24,Europe1467,goslar
22927,16,Europe1459,bad oldesloe
22949,16,Europe1459,bad oldesloe
22926,16,Europe1459,bad oldesloe
32469,144,Europe937,bielefeld
49597,146,Europe939,lingen
49584,146,Europe939,lingen
49565,144,Europe937,bielefeld
49545,144,Europe937,bielefeld
49525,144,Europe937,bielefeld
49509,144,Europe937,bielefeld
49497,144,Europe937,bielefeld
38382,24,Europe1467,goslar
49492,144,Europe937,bielefeld
49205,144,Europe937,bielefeld
49170,144,Europe937,bielefeld
49134,144,Europe937,bielefeld
49124,144,Europe937,bielefeld
48496,146,Europe939,lingen
29399,20,Europe1463,braunschweig
29394,27,Europe1470,uelzen
38381,24,Europe1467,goslar
29393,20,Europe1463,braunschweig
29389,27,Europe1470,uelzen
30938,21,Europe1464,hanover
30916,21,Europe1464,hanover
30900,21,Europe1464,hanover
53557,55,Europe1826,bad neuenahr-ahrweiler
38539,20,Europe1463,braunschweig
53508,55,Europe1826,bad neuenahr-ahrweiler
29369,20,Europe1463,braunschweig
53902,61,Europe1832,cologne
53894,61,Europe1832,cologne
29367,20,Europe1463,braunschweig
41849,61,Europe1832,cologne
41844,61,Europe1832,cologne
41812,61,Europe1832,cologne
29365,20,Europe1463,braunschweig
47906,143,Europe936,dortmund
47929,143,Europe936,dortmund
47669,143,Europe936,dortmund
47638,143,Europe936,dortmund
29364,20,Europe1463,braunschweig
59581,144,Europe937,bielefeld
59519,144,Europe937,bielefeld
29362,20,Europe1463,braunschweig
59469,144,Europe937,bielefeld
58840,143,Europe936,dortmund
58809,143,Europe936,dortmund
58802,143,Europe936,dortmund
58791,143,Europe936,dortmund
58739,144,Europe937,bielefeld
58675,143,Europe936,dortmund
34431,144,Europe937,bielefeld
29361,20,Europe1463,braunschweig
38559,20,Europe1463,braunschweig
38518,20,Europe1463,braunschweig
29358,20,Europe1463,braunschweig
29356,20,Europe1463,braunschweig
29355,20,Europe1463,braunschweig
38325,24,Europe1467,goslar
29353,20,Europe1463,braunschweig
29352,20,Europe1463,braunschweig
29351,20,Europe1463,braunschweig
29392,20,Europe1463,braunschweig
29345,27,Europe1470,uelzen
29342,20,Europe1463,braunschweig
29339,20,Europe1463,braunschweig
56428,65,Europe1836,bendorf
29336,20,Europe1463,braunschweig
56427,65,Europe1836,bendorf
29331,20,Europe1463,braunschweig
73252,113,Europe683,goppingen
72587,113,Europe683,goppingen
72582,113,Europe683,goppingen
26899,146,Europe939,lingen
72581,123,Europe693,stuttgart
72574,123,Europe693,stuttgart
72820,123,Europe693,stuttgart
72539,123,Europe693,stuttgart
72818,123,Europe693,stuttgart
72534,123,Europe693,stuttgart
72531,123,Europe693,stuttgart
26871,142,Europe934,oldenburg
72805,123,Europe693,stuttgart
72800,123,Europe693,stuttgart
26759,142,Europe934,oldenburg
26736,142,Europe934,oldenburg
26849,142,Europe934,oldenburg
26845,142,Europe934,oldenburg
26844,142,Europe934,oldenburg
26842,142,Europe934,oldenburg
26831,142,Europe934,oldenburg
26826,142,Europe934,oldenburg
26817,142,Europe934,oldenburg
26810,142,Europe934,oldenburg
26683,142,Europe934,oldenburg
26676,142,Europe934,oldenburg
42929,61,Europe1832,cologne
59457,144,Europe937,bielefeld
59439,143,Europe936,dortmund
58730,143,Europe936,dortmund
58239,143,Europe936,dortmund
51399,61,Europe1832,cologne
51519,61,Europe1832,cologne
51515,61,Europe1832,cologne
51491,61,Europe1832,cologne
51503,61,Europe1832,cologne
51570,61,Europe1832,cologne
58285,143,Europe936,dortmund
58300,143,Europe936,dortmund
58332,143,Europe936,dortmund
58256,143,Europe936,dortmund
53819,61,Europe1832,cologne
